NPI,Gender,State,Region,Credentials,Specialty,Specialty,Opioids,OO.Av,N.Opioids,NO.Av,Opioid.Prescriber,,,,,
1245383744,M,NJ,NE,DMD,Dentist,DDS,0,0,49,1,1,,,,,
1245384338,F,MO,MW,O.D.,Optometry,MD,0,0,159,1,0,,,,,
1245385038,F,FL,S,,Nurse Practitioner,NP,0,0,12,1,0,,,,,
1245386424,M,TX,S,M.D.,Cardiology,MD,12,1,1135,1,1,,,,,
1245386846,M,MT,W,MD,Internal Medicine,MD,270,1,5034,1,1,,,,,
1245387141,F,NJ,NE,APN,Nurse Practitioner,NP,0,0,3338,1,0,,,,,
1245387554,M,NJ,NE,M.D.,Orthopedic Surgery,MD,38,1,0,0,1,,,,,
1245388073,M,CA,W,MD,Family Practice,MD,32,1,1750,1,1,,,,,
1245389733,M,OH,MW,M.D.,Physical Medicine and Rehabilitation,MD,14,1,22,1,1,,,,,
1245390210,M,TX,S,MD,Gastroenterology,MD,18,1,253,1,1,,,,,
1245390822,M,MD,S,DDS,Dentist,DDS,0,0,14,1,0,,,,,
1245395755,M,TX,S,M.D.,Otolaryngology,MD,23,1,89,1,1,,,,,
1245396514,F,TX,S,DDS,Dentist,DDS,27,1,53,1,1,,,,,
1245397660,F,MA,NE,M.D.,Psychiatry,MD,0,0,31,1,0,,,,,
1245398551,M,WA,W,M.D.,Emergency Medicine,MD,0,0,31,1,1,,,,,
1245399971,F,CA,W,NP,Nurse Practitioner,NP,0,0,158,1,0,,,,,
1245400019,F,CA,W,M.D.,Emergency Medicine,MD,34,1,51,1,1,,,,,
1245401033,F,NY,NE,MD,Family Practice,MD,89,1,2008,1,1,,,,,
1245401041,F,MA,NE,MD,Family Practice,MD,170,1,3281,1,1,,,,,
1245403047,M,VA,S,D.D.S.,Dentist,DDS,0,0,50,1,0,,,,,
1245404383,M,OH,MW,M.D.,Ophthalmology,MD,0,0,117,1,0,,,,,
1245404714,M,GA,S,"D.M.D., M.S.",Dentist,DDS,45,1,139,1,1,,,,,
1245405000,M,CA,W,MD,Psychiatry,MD,64,1,557,1,1,,,,,
1245406677,M,NJ,NE,M.D.,Internal Medicine,MD,186,1,2706,1,1,,,,,
1245412535,M,WA,W,PA,Physician Assistant,PA,83,1,39,1,1,,,,,
1245412576,F,TN,S,PA-C,Physician Assistant,PA,14,1,61,1,1,,,,,
1245414507,M,CT,NE,MD,Internal Medicine,MD,0,0,40,1,0,,,,,
1245414655,M,CA,W,PA-C,Physician Assistant,PA,517,1,2438,1,1,,,,,
1245415884,F,MA,NE,MD,Internal Medicine,MD,47,1,1554,1,1,,,,,
1245418938,M,IL,MW,DMD,Dentist,DDS,0,0,22,1,0,,,,,
1245421437,F,TX,S,MD,Family Practice,MD,91,1,2139,1,1,,,,,
1245422260,F,CA,W,M.D.,Psychiatry & Neurology,MD,0,0,843,1,0,,,,,
1245424886,F,MI,MW,MD,Internal Medicine,MD,21,1,96,1,1,,,,,
1245425313,F,AZ,W,M.D.,Hematology/Oncology,MD,0,0,30,1,1,,,,,
1245426279,M,FL,S,MD,Internal Medicine,MD,374,1,9401,1,1,,,,,
1245426329,M,TX,S,M.D.,Plastic and Reconstructive Surgery,MD,21,1,0,0,1,,,,,
1245426394,F,OH,MW,D.P.M.,Podiatry,MD,0,0,32,1,1,,,,,
1245427491,F,FL,S,NP,Nurse Practitioner,NP,0,0,11,1,0,,,,,
1245430677,F,CA,W,M.D.,Psychiatry,MD,0,0,112,1,0,,,,,
1245431998,M,MI,MW,M.D.,Urology,MD,0,0,76,1,1,,,,,
1245432558,M,OH,MW,CNP,Nurse Practitioner,NP,71,1,539,1,1,,,,,
1245432772,M,MA,NE,M.D.,Otolaryngology,MD,0,0,505,1,1,,,,,
1245433820,M,FL,S,MD,Family Practice,MD,222,1,3189,1,1,,,,,
1245435213,F,OH,MW,M.D.,General Surgery,MD,30,1,0,0,1,,,,,
1245435700,F,KY,S,ARNP,Nurse Practitioner,NP,237,1,733,1,1,,,,,
1245438639,M,NY,NE,DDS,Dentist,DDS,12,1,44,1,1,,,,,
1245438878,F,NV,W,M.D.,Internal Medicine,MD,41,1,179,1,1,,,,,
1245443548,M,MO,MW,D.O.,Hospice and Palliative Care,DO,347,1,5498,1,1,,,,,
1245443688,F,CA,W,MD,Emergency Medicine,MD,26,1,60,1,1,,,,,
1245444611,F,PA,NE,,Pharmacy Technician,MD,0,0,44,1,0,,,,,
1245445055,F,TX,S,PA,Physician Assistant,PA,12,1,46,1,1,,,,,
1245446889,M,CO,W,DENTIST,Dentist,DDS,0,0,38,1,0,,,,,
1245448935,M,WA,W,DPM,Podiatry,MD,51,1,12,1,1,,,,,
1245449354,F,SC,S,M.D.,General Surgery,MD,37,1,11,1,1,,,,,
1245451475,F,TX,S,"RN, ANP",Nurse Practitioner,NP,37,1,494,1,1,,,,,
1245453836,F,MO,MW,APRN,Nurse Practitioner,NP,0,0,370,1,0,,,,,
1245454008,M,CA,W,D.D.S.,Dentist,DDS,13,1,80,1,1,,,,,
1245455617,M,OH,MW,M.D,Orthopedic Surgery,MD,48,1,0,0,1,,,,,
1245457282,F,IL,MW,M.D.,Family Practice,MD,347,1,2456,1,1,,,,,
1245461466,F,FL,S,ARNP-BC,Nurse Practitioner,NP,32,1,1562,1,1,,,,,
1245465962,F,IL,MW,M.D.,Dermatology,MD,0,0,70,1,0,,,,,
1245466762,M,TX,S,MD,Family Practice,MD,54,1,450,1,1,,,,,
1245467737,F,MA,NE,M.D.,Internal Medicine,MD,0,0,96,1,0,,,,,
1245468958,M,CA,W,DDS,Dentist,DDS,67,1,54,1,1,,,,,
1245469345,M,OH,MW,M.D.,Family Practice,MD,123,1,3306,1,1,,,,,
1245469592,F,MI,MW,NP,Nurse Practitioner,NP,44,1,281,1,1,,,,,
1245469873,F,MA,NE,P.A.,Physician Assistant,PA,148,1,153,1,1,,,,,
1245472794,F,LA,S,MD,Gastroenterology,MD,0,0,99,1,0,,,,,
1245473156,M,MO,MW,M.D.,General Surgery,MD,12,1,0,0,1,,,,,
1245473354,F,SC,S,MD,Surgery,MD,14,1,0,0,1,,,,,
1245474733,M,NY,NE,"M.D., PH.D",Student in an Organized Health Care Education/Training Program,MD,0,0,395,1,0,,,,,
1245481332,M,SD,MW,PA-C,Physician Assistant,PA,187,1,27,1,1,,,,,
1245484294,M,AZ,W,DMD,Dentist,DDS,0,0,17,1,0,,,,,
1245488949,F,MI,MW,MD,Internal Medicine,MD,0,0,109,1,0,,,,,
1245493089,M,FL,S,MD,Family Practice,MD,506,1,6520,1,1,,,,,
1245493634,M,TX,S,O.D.,Optometry,MD,0,0,44,1,0,,,,,
1245495928,F,NY,NE,M.D.,Allergy/Immunology,MD,0,0,51,1,0,,,,,
1245496397,M,UT,W,M.D.,Family Practice,MD,162,1,1332,1,1,,,,,
1245496645,F,NE,MW,APRN,Nurse Practitioner,NP,13,1,11,1,1,,,,,
1245498385,M,NY,NE,MD,Interventional Radiology,MD,0,0,309,1,0,,,,,
1245498906,M,OK,S,M.D.,Internal Medicine,MD,12,1,382,1,1,,,,,
1245499052,F,PA,NE,D.O.,Family Practice,DO,108,1,3696,1,1,,,,,
1245499946,M,PA,NE,M.D.,General Surgery,MD,23,1,73,1,1,,,,,
1245502558,F,KY,S,NP,Nurse Practitioner,NP,85,1,2240,1,1,,,,,
1245506872,F,CA,W,,Student in an Organized Health Care Education/Training Program,MD,11,1,75,1,1,,,,,
1245506898,F,HI,W,M.D.,Emergency Medicine,MD,0,0,11,1,1,,,,,
1245510858,F,IL,MW,MD,Student in an Organized Health Care Education/Training Program,MD,0,0,62,1,0,,,,,
1245511039,F,PA,NE,,Physician Assistant,PA,0,0,890,1,1,,,,,
1245513043,F,FL,S,A.R.N.P.,Nurse Practitioner,NP,0,0,117,1,0,,,,,
1245516269,F,MI,MW,N.P,Nurse Practitioner,NP,44,1,20,1,1,,,,,
1245522259,M,PA,NE,M.D.,General Surgery,MD,17,1,0,0,1,,,,,
1245524867,F,MA,NE,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,55,1,0,,,,,
1245527845,M,RI,NE,M.D.,Internal Medicine,MD,0,0,147,1,1,,,,,
1245532423,F,NC,S,FNP-C,Nurse Practitioner,NP,673,1,4851,1,1,,,,,
1245532928,F,IL,MW,PA-C,Physician Assistant,PA,17,1,0,0,1,,,,,
1245542323,F,IN,MW,ARNP,Nurse Practitioner,NP,0,0,12,1,0,,,,,
1245542968,F,MO,MW,"M.D., PH.D.",Internal Medicine,MD,0,0,76,1,1,,,,,
1245544691,M,TX,S,DPM,Podiatry,MD,14,1,21,1,1,,,,,
1245545508,M,AL,S,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,44,1,0,,,,,
1245547983,M,IA,MW,PA-C,Physician Assistant,PA,24,1,1021,1,1,,,,,
1245551415,M,GA,S,MD,Emergency Medicine,MD,14,1,0,0,1,,,,,
1245552447,F,MD,S,,Student in an Organized Health Care Education/Training Program,MD,0,0,42,1,0,,,,,
1245557172,M,NY,NE,M.D.,Student in an Organized Health Care Education/Training Program,MD,13,1,17,1,1,,,,,
1245564160,F,NC,S,FNP,Nurse Practitioner,NP,0,0,1509,1,0,,,,,
1245568740,M,MD,S,MBBCH,Neurology,MD,0,0,117,1,1,,,,,
1245574854,F,IL,MW,DDS,Dentist,DDS,0,0,38,1,0,,,,,
1245576834,F,NJ,NE,APN-C,Nurse Practitioner,NP,0,0,48,1,1,,,,,
1245584564,F,IA,MW,ANRP,Nurse Practitioner,NP,32,1,77,1,1,,,,,
1245593458,M,CA,W,D.O.,Hospitalist,DO,0,0,21,1,0,,,,,
1245594175,M,WI,MW,DDS,Dentist,DDS,0,0,38,1,1,,,,,
1245596592,F,AL,S,M.D.,Emergency Medicine,MD,18,1,0,0,1,,,,,
1245597251,F,PA,NE,,Student in an Organized Health Care Education/Training Program,MD,17,1,17,1,1,,,,,
1245597442,F,OK,S,D.O.,Internal Medicine,DO,14,1,466,1,1,,,,,
1245597814,M,TX,S,"M.S., NP-C",Nurse Practitioner,NP,13,1,51,1,1,,,,,
1245597970,M,NM,W,M.D.,Family Practice,MD,0,0,204,1,1,,,,,
1245598309,F,MI,MW,M.D.,Family Practice,MD,0,0,37,1,1,,,,,
1245599307,F,MI,MW,MD,Obstetrics/Gynecology,MD,11,1,0,0,1,,,,,
1245630698,F,MI,MW,,Physician Assistant,PA,15,1,0,0,1,,,,,
1245644731,M,LA,S,DDS,Dentist,DDS,105,1,83,1,1,,,,,
1245660273,F,NY,NE,NP,Nurse Practitioner,NP,0,0,41,1,0,,,,,
1245661214,F,WI,MW,PA-C,Physician Assistant,PA,0,0,93,1,0,,,,,
1245662428,M,PA,NE,"M.D,",Student in an Organized Health Care Education/Training Program,MD,0,0,75,1,1,,,,,
1245666056,F,PA,NE,CRNP,Nurse Practitioner,NP,15,1,327,1,1,,,,,
1245672187,M,NY,NE,"ANP-BC, GNP",Nurse Practitioner,NP,88,1,345,1,1,,,,,
1245675115,M,TX,S,D.O.,Emergency Medicine,DO,40,1,96,1,1,,,,,
1255300687,F,OK,S,M.D.,Ophthalmology,MD,89,1,788,1,1,,,,,
1255302568,M,IL,MW,M.D.,Orthopedic Surgery,MD,235,1,156,1,1,,,,,
1255302626,M,IL,MW,M.D.,Internal Medicine,MD,0,0,918,1,0,,,,,
1255302931,F,WA,W,M.D.,Obstetrics/Gynecology,MD,0,0,40,1,1,,,,,
1255303244,F,NY,NE,MD,Otolaryngology,MD,0,0,291,1,0,,,,,
1255303293,M,VA,S,MD,Vascular Surgery,MD,37,1,50,1,1,,,,,
1255303368,M,VA,S,MD,Family Practice,MD,11,1,376,1,1,,,,,
1255305082,F,IA,MW,ARNP,Nurse Practitioner,NP,0,0,81,1,0,,,,,
1255305744,M,NE,MW,MD,Vascular Surgery,MD,27,1,36,1,1,,,,,
1255307633,M,NJ,NE,MD,Pediatric Medicine,MD,0,0,64,1,0,,,,,
1255307906,M,VA,S,MD,Gastroenterology,MD,0,0,417,1,0,,,,,
1255309407,M,NY,NE,MD,Emergency Medicine,MD,21,1,11,1,1,,,,,
1255309423,M,IN,MW,MD,Ophthalmology,MD,15,1,742,1,1,,,,,
1255309761,F,NY,NE,M.D.,Internal Medicine,MD,101,1,7812,1,1,,,,,
1255310140,F,CA,W,MD,Internal Medicine,MD,65,1,1118,1,1,,,,,
1255310850,M,MO,MW,D.O.,Family Practice,DO,407,1,5796,1,1,,,,,
1255312054,M,NJ,NE,MD,Internal Medicine,MD,107,1,3936,1,1,,,,,
1255313763,M,TX,S,PA-C,Physician Assistant,PA,190,1,3885,1,1,,,,,
1255314456,F,NY,NE,MD,Family Practice,MD,41,1,3506,1,1,,,,,
1255314910,M,WI,MW,M.D.,Interventional Pain Management,MD,236,1,129,1,1,,,,,
1255315578,M,CO,W,MD,Medical Oncology,MD,65,1,587,1,1,,,,,
1255317525,M,TX,S,M.D.,Emergency Medicine,MD,164,1,281,1,1,,,,,
1255318515,M,NY,NE,M.D.,Emergency Medicine,MD,24,1,11,1,1,,,,,
1255318689,M,NY,NE,M.D.,Radiation Oncology,MD,0,0,13,1,0,,,,,
1255319489,F,NY,NE,,Surgical Oncology,MD,14,1,505,1,1,,,,,
1255319844,F,IL,MW,DO,Family Practice,DO,270,1,5361,1,1,,,,,
1255320180,M,IL,MW,M.D.,Ophthalmology,MD,0,0,516,1,0,,,,,
1255322053,F,GA,S,M.D.,Obstetrics/Gynecology,MD,0,0,13,1,0,,,,,
1255322335,M,OH,MW,MD,Family Practice,MD,299,1,2706,1,1,,,,,
1255323531,M,MI,MW,M.D.,Ophthalmology,MD,0,0,494,1,0,,,,,
1255323895,M,OH,MW,M.D.,Pulmonary Disease,MD,0,0,427,1,0,,,,,
1255324679,M,FL,S,MD,Orthopedic Surgery,MD,157,1,14,1,1,,,,,
1255324844,M,WV,S,MD,Gastroenterology,MD,0,0,2925,1,0,,,,,
1255325650,M,NY,NE,M.D.,Obstetrics/Gynecology,MD,0,0,374,1,0,,,,,
1255325676,M,IL,MW,MD,Family Practice,MD,20,1,477,1,1,,,,,
1255325874,M,MA,NE,MD,Cardiology,MD,0,0,242,1,0,,,,,
1255325957,M,NY,NE,M.D.,Neurology,MD,0,0,268,1,1,,,,,
1255326211,M,MI,MW,MD,Orthopedic Surgery,MD,230,1,13,1,1,,,,,
1255327441,M,IL,MW,DPM,Podiatry,MD,0,0,59,1,0,,,,,
1255328787,M,ID,W,MD,Emergency Medicine,MD,16,1,28,1,1,,,,,
1255331591,M,NY,NE,M.D.,Internal Medicine,MD,28,1,3112,1,1,,,,,
1255331757,M,VA,S,OD,Optometry,MD,0,0,119,1,0,,,,,
1255332011,M,TX,S,M.D.,Cardiology,MD,0,0,2185,1,0,,,,,
1255332375,M,CO,W,PA,Physician Assistant,PA,103,1,2366,1,1,,,,,
1255334835,M,OK,S,DDS,Dentist,DDS,17,1,210,1,1,,,,,
1255335055,M,TX,S,M.D.,Ophthalmology,MD,0,0,2537,1,0,,,,,
1255335188,F,IL,MW,MD,Geriatric Medicine,MD,1270,1,21728,1,1,,,,,
1255337564,M,MN,MW,DDS,Maxillofacial Surgery,DDS,47,1,79,1,1,,,,,
1255338885,M,FL,S,MD,Cardiology,MD,0,0,4088,1,0,,,,,
1255338992,M,TX,S,DPM,Podiatry,MD,133,1,246,1,1,,,,,
1255340485,F,NJ,NE,RN MSN APN,Nurse Practitioner,NP,68,1,1551,1,1,,,,,
1255340790,M,ME,NE,PAC,Physician Assistant,PA,60,1,630,1,1,,,,,
1255344669,F,OR,W,MD,Obstetrics/Gynecology,MD,0,0,13,1,0,,,,,
1255344768,F,CA,W,NP,Internal Medicine,NP,53,1,1272,1,1,,,,,
1255345435,F,NC,S,MD,Pediatric Medicine,MD,0,0,100,1,0,,,,,
1255345914,F,CO,W,DO,Internal Medicine,DO,0,0,93,1,0,,,,,
1255350385,M,AZ,W,M.D.,Emergency Medicine,MD,65,1,203,1,1,,,,,
1255351979,M,NH,NE,"DDS, MAGD",Dentist,DDS,0,0,18,1,0,,,,,
1255352498,F,CA,W,MD,Neurology,MD,51,1,1530,1,1,,,,,
1255353306,M,PA,NE,M.D.,Neurology,MD,54,1,1326,1,1,,,,,
1255354478,M,FL,S,M.D.,Neurosurgery,MD,0,0,49,1,0,,,,,
1255355368,F,WI,MW,APNP,Nurse Practitioner,NP,75,1,2100,1,1,,,,,
1255355988,F,FL,S,"ARNP, LP",Nurse Practitioner,NP,0,0,1256,1,0,,,,,
1255358297,M,CA,W,D.D.S.,Dentist,DDS,0,0,22,1,0,,,,,
1255358818,M,GA,S,D.M.D.,Dentist,DDS,0,0,16,1,1,,,,,
1255359840,M,CA,W,MD,Internal Medicine,MD,321,1,19060,1,1,,,,,
1255363172,F,MI,MW,MD,Family Practice,MD,343,1,6726,1,1,,,,,
1255363669,M,NC,S,M.D.,Internal Medicine,MD,31,1,4713,1,1,,,,,
1255366514,F,CA,W,M.D.,Cardiology,MD,0,0,325,1,0,,,,,
1255368502,F,TX,S,M.D.,Family Practice,MD,390,1,3596,1,1,,,,,
1255369997,M,NY,NE,DPM,Podiatry,MD,26,1,55,1,1,,,,,
1255370524,F,MD,S,CRNP,Nurse Practitioner,NP,341,1,4256,1,1,,,,,
1255373619,M,TX,S,M.D.,Orthopedic Surgery,MD,394,1,239,1,1,,,,,
1255374062,M,NJ,NE,MD,Interventional Pain Management,MD,14,1,12,1,1,,,,,
1255374310,F,NJ,NE,MD,Family Practice,MD,50,1,1580,1,1,,,,,
1255374641,M,TX,S,MD,Pulmonary Disease,MD,0,0,1360,1,0,,,,,
1255374864,M,CT,NE,M.D.,Cardiology,MD,0,0,1755,1,0,,,,,
1255375762,M,OK,S,MD,Anesthesiology,MD,0,0,24,1,0,,,,,
1255376216,M,FL,S,DO,Family Practice,DO,0,0,11,1,0,,,,,
1255376752,F,NC,S,M.D.,Geriatric Medicine,MD,452,1,14819,1,1,,,,,
1255378170,M,WV,S,MD,Internal Medicine,MD,0,0,55,1,1,,,,,
1255378840,F,CA,W,M.D.,Family Practice,MD,0,0,11,1,0,,,,,
1255381109,M,WA,W,M.D.,Cardiology,MD,29,1,3551,1,1,,,,,
1255381836,F,WA,W,A.R.N.P.,Nurse Practitioner,NP,466,1,5004,1,1,,,,,
1255385514,M,IL,MW,M.D.,Pulmonary Disease,MD,0,0,81,1,0,,,,,
1255386199,M,AL,S,DPM,Podiatry,MD,102,1,208,1,1,,,,,
1255387924,M,PA,NE,MD,Neurology,MD,0,0,22,1,0,,,,,
1255388260,M,NY,NE,MD,Internal Medicine,MD,0,0,531,1,0,,,,,
1255389185,M,NJ,NE,DO,Obstetrics/Gynecology,DO,0,0,82,1,0,,,,,
1255389243,M,PA,NE,MD,Emergency Medicine,MD,74,1,114,1,1,,,,,
1255389409,M,KY,S,MD,Allergy/Immunology,MD,0,0,618,1,0,,,,,
1255390043,F,LA,S,C.N.P.,Nurse Practitioner,NP,0,0,17,1,0,,,,,
1255392122,M,IA,MW,OD PC,Optometry,MD,0,0,215,1,0,,,,,
1255392445,F,KS,MW,DDS,Dentist,DDS,16,1,0,0,1,,,,,
1255394185,F,MI,MW,D.O.,Family Practice,DO,324,1,2595,1,1,,,,,
1255394714,M,PA,NE,D.O.,General Practice,DO,53,1,1970,1,1,,,,,
1255394821,M,TX,S,DO,Pediatric Medicine,DO,0,0,53,1,0,,,,,
1255394888,M,SC,S,MD,Family Practice,MD,198,1,7070,1,1,,,,,
1255395414,M,FL,S,M.D.,Neurosurgery,MD,11,1,0,0,1,,,,,
1255396164,M,VA,S,MD,Gastroenterology,MD,0,0,464,1,0,,,,,
1255397279,M,NY,NE,M.D.,Internal Medicine,MD,84,1,9606,1,1,,,,,
1255398111,M,CO,W,MD,Obstetrics/Gynecology,MD,0,0,79,1,0,,,,,
1255398210,M,OH,MW,D.O.,Neurology,DO,0,0,67,1,0,,,,,
1255400750,M,IN,MW,M.D.,Cardiology,MD,0,0,1710,1,0,,,,,
1255402798,M,NM,W,MD,Rheumatology,MD,1057,1,2378,1,1,,,,,
1255404521,F,LA,S,M.D.,Internal Medicine,MD,312,1,9147,1,1,,,,,
1255405924,M,CA,W,MD,Vascular Surgery,MD,0,0,51,1,0,,,,,
1255408134,M,CA,W,MD,Internal Medicine,MD,0,0,60,1,1,,,,,
1255409017,M,FL,S,D.O.,Emergency Medicine,DO,64,1,121,1,1,,,,,
1255410668,M,NV,W,D.D.S.,Dentist,DDS,31,1,95,1,1,,,,,
1255411070,F,MA,NE,DPM,Podiatry,MD,0,0,248,1,0,,,,,
1255414140,M,TN,S,DDS,Dentist,DDS,18,1,0,0,1,,,,,
1255414249,F,PA,NE,"DO, FACOOG",Obstetrics/Gynecology,DO,0,0,84,1,0,,,,,
1255414991,F,CA,W,MD,Dermatology,MD,0,0,203,1,0,,,,,
1255415915,M,FL,S,MD,General Practice,MD,75,1,1121,1,1,,,,,
1255416939,F,CA,W,MD,Internal Medicine,MD,0,0,47,1,1,,,,,
1255418133,F,FL,S,ARNP,Registered Nurse,NP,0,0,12,1,0,,,,,
1255418596,M,OK,S,MD,General Surgery,MD,17,1,72,1,1,,,,,
1255418786,F,NY,NE,M.D.,Obstetrics/Gynecology,MD,0,0,134,1,0,,,,,
1255421673,M,NJ,NE,MD,Otolaryngology,MD,0,0,195,1,0,,,,,
1255423174,M,NC,S,PHARM D,Pharmacist,MD,0,0,42,1,0,,,,,
1255424354,F,MT,W,MD,Family Practice,MD,89,1,508,1,1,,,,,
1255425567,M,NY,NE,MD,Family Practice,MD,0,0,11,1,0,,,,,
1255425856,M,NJ,NE,DMD,Dentist,DDS,0,0,44,1,0,,,,,
1255426540,M,KS,MW,DDS PA,Dentist,DDS,15,1,20,1,1,,,,,
1255426912,M,ID,W,O.D.,Optometry,MD,0,0,78,1,0,,,,,
1255427084,F,CA,W,PHARM.D.,Pharmacist,MD,0,0,426,1,0,,,,,
1255428322,M,NJ,NE,MD,Psychiatry & Neurology,MD,0,0,29,1,0,,,,,
1255431714,M,CO,W,OD,Optometry,MD,0,0,15,1,0,,,,,
1255432530,M,OR,W,DPM,Podiatry,MD,76,1,354,1,1,,,,,
1255433231,F,AZ,W,M.D.,Family Practice,MD,208,1,2237,1,1,,,,,
1255435350,M,MI,MW,MD,Otolaryngology,MD,15,1,142,1,1,,,,,
1255435566,F,IL,MW,MD,Dermatology,MD,0,0,32,1,0,,,,,
1255437539,M,AR,S,MD,Emergency Medicine,MD,63,1,82,1,1,,,,,
1255440319,M,NE,MW,MD,Family Practice,MD,167,1,7240,1,1,,,,,
1255441762,M,TX,S,MD,Orthopedic Surgery,MD,337,1,122,1,1,,,,,
1255446340,F,WI,MW,M.D.,Family Practice,MD,0,0,663,1,1,,,,,
1255447728,M,FL,S,MD,Emergency Medicine,MD,55,1,123,1,1,,,,,
1255449153,M,NJ,NE,M.D.,Ophthalmology,MD,0,0,560,1,0,,,,,
1255450763,M,MO,MW,D.D.S.,Dentist,DDS,21,1,20,1,1,,,,,
1255454021,M,IN,MW,M.D.,Ophthalmology,MD,0,0,164,1,0,,,,,
1255458568,M,WI,MW,DDS,Dentist,DDS,0,0,49,1,0,,,,,
1255459558,M,WA,W,M.D.,Family Practice,MD,13,1,31,1,1,,,,,
1255463048,F,OH,MW,CNS,Certified Clinical Nurse Specialist,NP,0,0,25,1,0,,,,,
1255464590,M,FL,S,MD,Nephrology,MD,0,0,747,1,1,,,,,
1255465290,M,CA,W,D.D.S.,Dentist,DDS,0,0,16,1,0,,,,,
1255466454,M,MI,MW,"M.D., M.P.H.",Psychiatry,MD,0,0,1580,1,0,,,,,
1255467270,F,AZ,W,M.D.,Internal Medicine,MD,37,1,1208,1,1,,,,,
1255469755,F,NC,S,PA-C,Physician Assistant,PA,0,0,2496,1,0,,,,,
1255471140,M,IL,MW,MD,Cardiac Electrophysiology,MD,0,0,1037,1,0,,,,,
1255471199,M,FL,S,MD,Internal Medicine,MD,334,1,7535,1,1,,,,,
1255473328,M,KY,S,D.M.D.,Dentist,DDS,0,0,15,1,0,,,,,
1255473757,F,CA,W,M.D.,Internal Medicine,MD,88,1,2788,1,1,,,,,
1255474474,M,OR,W,D.M.D.,Dentist,DDS,0,0,19,1,0,,,,,
1255474532,M,CA,W,DDS,Dentist,DDS,0,0,12,1,0,,,,,
1255476594,M,KY,S,DMD,Dentist,DDS,0,0,61,1,0,,,,,
1255478970,M,MO,MW,MD,Physical Medicine and Rehabilitation,MD,27,1,0,0,1,,,,,
1255480869,M,MD,S,P.A.,Podiatry,MD,0,0,49,1,1,,,,,
1255481693,F,TX,S,M.D.,Dermatology,MD,0,0,258,1,0,,,,,
1255483657,M,MA,NE,O.D.,Optometry,MD,0,0,125,1,0,,,,,
1255484101,M,GA,S,D.D.S.,Oral Surgery (dentists only),DDS,20,1,48,1,1,,,,,
1255486650,F,WA,W,ND,Naturopath,MD,0,0,11,1,0,,,,,
1255488383,M,MA,NE,MD,Emergency Medicine,MD,0,0,11,1,1,,,,,
1255494746,F,CT,NE,MD,Gastroenterology,MD,0,0,97,1,0,,,,,
1255497798,M,PR,O,M.D.,Obstetrics/Gynecology,MD,0,0,25,1,0,,,,,
1255497889,F,MO,MW,PA-C,Physician Assistant,PA,0,0,329,1,0,,,,,
1255498630,F,WI,MW,,Dentist,DDS,0,0,20,1,0,,,,,
1255498671,M,MD,S,M.D.,Internal Medicine,MD,0,0,59,1,0,,,,,
1255499109,F,NY,NE,MD,Family Practice,MD,12,1,1114,1,1,,,,,
1255506515,F,AZ,W,PA,Physician Assistant,PA,52,1,0,0,1,,,,,
1255507117,M,FL,S,MD,Internal Medicine,MD,12,1,96,1,1,,,,,
1255508032,F,NY,NE,M.D.,Anesthesiology,MD,157,1,550,1,1,,,,,
1255508354,M,MI,MW,MD,Emergency Medicine,MD,34,1,19,1,1,,,,,
1255508818,F,VA,S,NP,Nurse Practitioner,NP,0,0,150,1,0,,,,,
1255510202,M,CO,W,MD,Ophthalmology,MD,0,0,90,1,0,,,,,
1255516019,M,GA,S,M.D.,Neurology,MD,154,1,3095,1,1,,,,,
1255516332,F,MD,S,M.D.,Rheumatology,MD,14,1,70,1,1,,,,,
1255516597,M,MI,MW,D.D.S.,Dentist,DDS,0,0,12,1,0,,,,,
1255519518,M,MI,MW,MD,Family Practice,MD,134,1,3551,1,1,,,,,
1255523569,F,OH,MW,M.D.,Dermatology,MD,0,0,134,1,0,,,,,
1255532032,M,NY,NE,,Dentist,DDS,0,0,13,1,0,,,,,
1255533964,F,TN,S,N.P.,Nurse Practitioner,NP,0,0,48,1,0,,,,,
1255537262,F,MA,NE,OD,Optometry,MD,0,0,24,1,0,,,,,
1255538765,M,WV,S,M.D.,Family Practice,MD,22,1,6936,1,1,,,,,
1255543849,F,FL,S,M.D.,Infectious Disease,MD,0,0,20,1,0,,,,,
1255545067,F,FL,S,M.D.,Family Practice,MD,0,0,1019,1,1,,,,,
1255548525,F,AL,S,"MD, PHD",Neurology,MD,0,0,342,1,0,,,,,
1255549218,M,MI,MW,M.D.,Dermatology,MD,0,0,285,1,0,,,,,
1255564290,M,KY,S,MD,Internal Medicine,MD,388,1,83,1,1,,,,,
1255566261,F,NY,NE,M.D.,Emergency Medicine,MD,19,1,31,1,1,,,,,
1255568820,F,MD,S,MD,Internal Medicine,MD,89,1,1827,1,1,,,,,
1255569653,M,MI,MW,MD,Internal Medicine,MD,23,1,27,1,1,,,,,
1255573242,M,ME,NE,M.D.,Internal Medicine,MD,0,0,53,1,1,,,,,
1255574349,M,PA,NE,M.D.,Sports Medicine,MD,20,1,69,1,1,,,,,
1255575619,M,ID,W,M.D.,Internal Medicine,MD,380,1,6770,1,1,,,,,
